,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
9884,9885,2012-02-21,1,1,2,21,0,2,1,1,0.34,0.3333,0.61,0.1642,154
9885,9886,2012-02-21,1,1,2,22,0,2,1,2,0.34,0.3333,0.71,0.19399999999999998,100
9886,9887,2012-02-21,1,1,2,23,0,2,1,1,0.32,0.303,0.66,0.2239,47
9887,9888,2012-02-22,1,1,2,0,0,3,1,1,0.32,0.303,0.66,0.2239,24
9888,9889,2012-02-22,1,1,2,1,0,3,1,1,0.32,0.3333,0.7,0.1343,7
9889,9890,2012-02-22,1,1,2,2,0,3,1,1,0.34,0.3182,0.66,0.2836,6
9890,9891,2012-02-22,1,1,2,3,0,3,1,2,0.34,0.3182,0.71,0.2239,4
9891,9892,2012-02-22,1,1,2,4,0,3,1,1,0.34,0.3333,0.71,0.1642,2
9892,9893,2012-02-22,1,1,2,5,0,3,1,1,0.32,0.3333,0.7,0.1045,30
9893,9894,2012-02-22,1,1,2,6,0,3,1,1,0.32,0.3182,0.76,0.1642,90
9894,9895,2012-02-22,1,1,2,7,0,3,1,1,0.32,0.3333,0.76,0.0896,302
9895,9896,2012-02-22,1,1,2,8,0,3,1,1,0.3,0.3182,0.75,0.0896,576
9896,9897,2012-02-22,1,1,2,9,0,3,1,1,0.32,0.3333,0.7,0.0896,252
9897,9898,2012-02-22,1,1,2,10,0,3,1,1,0.34,0.3485,0.71,0.0896,139
9898,9899,2012-02-22,1,1,2,11,0,3,1,1,0.36,0.3485,0.66,0.1642,171
9899,9900,2012-02-22,1,1,2,12,0,3,1,1,0.4,0.4091,0.62,0.2836,207
9900,9901,2012-02-22,1,1,2,13,0,3,1,1,0.42,0.4242,0.54,0.2985,190
9901,9902,2012-02-22,1,1,2,14,0,3,1,1,0.44,0.4394,0.54,0.3284,177
9902,9903,2012-02-22,1,1,2,15,0,3,1,1,0.5,0.4848,0.31,0.4179,195
9903,9904,2012-02-22,1,1,2,16,0,3,1,1,0.52,0.5,0.29,0.4627,298
9904,9905,2012-02-22,1,1,2,17,0,3,1,1,0.52,0.5,0.32,0.3881,529
9905,9906,2012-02-22,1,1,2,18,0,3,1,2,0.48,0.4697,0.41,0.3284,525
9906,9907,2012-02-22,1,1,2,19,0,3,1,2,0.46,0.4545,0.44,0.2836,327
9907,9908,2012-02-22,1,1,2,20,0,3,1,2,0.44,0.4394,0.47,0.19399999999999998,274
9908,9909,2012-02-22,1,1,2,21,0,3,1,2,0.48,0.4697,0.33,0.2836,239
9909,9910,2012-02-22,1,1,2,22,0,3,1,2,0.44,0.4394,0.47,0.2537,147
9910,9911,2012-02-22,1,1,2,23,0,3,1,2,0.46,0.4545,0.41,0.2836,62
9911,9912,2012-02-23,1,1,2,0,0,4,1,2,0.44,0.4394,0.47,0.2537,42
9912,9913,2012-02-23,1,1,2,1,0,4,1,2,0.44,0.4394,0.58,0.2836,15
9913,9914,2012-02-23,1,1,2,2,0,4,1,2,0.44,0.4394,0.62,0.2239,9
9914,9915,2012-02-23,1,1,2,3,0,4,1,3,0.44,0.4394,0.67,0.19399999999999998,6
9915,9916,2012-02-23,1,1,2,4,0,4,1,1,0.4,0.4091,0.76,0.2239,1
9916,9917,2012-02-23,1,1,2,5,0,4,1,1,0.4,0.4091,0.76,0.2239,32
9917,9918,2012-02-23,1,1,2,6,0,4,1,1,0.36,0.3485,0.87,0.19399999999999998,91
9918,9919,2012-02-23,1,1,2,7,0,4,1,1,0.36,0.3485,0.81,0.2239,326
9919,9920,2012-02-23,1,1,2,8,0,4,1,1,0.34,0.3333,0.87,0.19399999999999998,560
9920,9921,2012-02-23,1,1,2,9,0,4,1,1,0.36,0.3333,0.81,0.2537,242
9921,9922,2012-02-23,1,1,2,10,0,4,1,1,0.42,0.4242,0.67,0.19399999999999998,148
9922,9923,2012-02-23,1,1,2,11,0,4,1,1,0.48,0.4697,0.48,0.2836,182
9923,9924,2012-02-23,1,1,2,12,0,4,1,1,0.5,0.4848,0.42,0.2537,224
9924,9925,2012-02-23,1,1,2,13,0,4,1,1,0.52,0.5,0.39,0.19399999999999998,218
9925,9926,2012-02-23,1,1,2,14,0,4,1,1,0.54,0.5152,0.37,0.2537,192
9926,9927,2012-02-23,1,1,2,15,0,4,1,1,0.54,0.5152,0.33,0.1343,217
9927,9928,2012-02-23,1,1,2,16,0,4,1,1,0.56,0.5303,0.32,0.0,343
9928,9929,2012-02-23,1,1,2,17,0,4,1,1,0.54,0.5152,0.32,0.1642,610
9929,9930,2012-02-23,1,1,2,18,0,4,1,1,0.54,0.5152,0.37,0.1343,522
9930,9931,2012-02-23,1,1,2,19,0,4,1,1,0.5,0.4848,0.39,0.0896,369
9931,9932,2012-02-23,1,1,2,20,0,4,1,1,0.46,0.4545,0.44,0.1343,269
9932,9933,2012-02-23,1,1,2,21,0,4,1,1,0.44,0.4394,0.51,0.2239,222
9933,9934,2012-02-23,1,1,2,22,0,4,1,1,0.44,0.4394,0.54,0.2537,137
9934,9935,2012-02-23,1,1,2,23,0,4,1,1,0.44,0.4394,0.54,0.0,85
9935,9936,2012-02-24,1,1,2,0,0,5,1,2,0.44,0.4394,0.58,0.0896,46
9936,9937,2012-02-24,1,1,2,1,0,5,1,1,0.44,0.4394,0.62,0.19399999999999998,18
9937,9938,2012-02-24,1,1,2,2,0,5,1,3,0.42,0.4242,0.77,0.2836,5
9938,9939,2012-02-24,1,1,2,3,0,5,1,1,0.42,0.4242,0.82,0.1343,5
9939,9940,2012-02-24,1,1,2,4,0,5,1,1,0.4,0.4091,0.87,0.1343,2
9940,9941,2012-02-24,1,1,2,5,0,5,1,2,0.4,0.4091,0.87,0.19399999999999998,26
9941,9942,2012-02-24,1,1,2,6,0,5,1,2,0.4,0.4091,0.87,0.1642,82
9942,9943,2012-02-24,1,1,2,7,0,5,1,2,0.4,0.4091,0.76,0.2239,272
9943,9944,2012-02-24,1,1,2,8,0,5,1,2,0.38,0.3939,0.76,0.3284,469
9944,9945,2012-02-24,1,1,2,9,0,5,1,3,0.36,0.3333,0.81,0.2537,244
9945,9946,2012-02-24,1,1,2,10,0,5,1,3,0.36,0.3485,0.81,0.1642,141
9946,9947,2012-02-24,1,1,2,11,0,5,1,2,0.36,0.3636,0.81,0.1045,163
9947,9948,2012-02-24,1,1,2,12,0,5,1,2,0.4,0.4091,0.76,0.1343,228
9948,9949,2012-02-24,1,1,2,13,0,5,1,2,0.42,0.4242,0.71,0.1045,183
9949,9950,2012-02-24,1,1,2,14,0,5,1,2,0.46,0.4545,0.67,0.1045,31
9950,9951,2012-02-24,1,1,2,15,0,5,1,3,0.4,0.4091,0.87,0.19399999999999998,94
9951,9952,2012-02-24,1,1,2,16,0,5,1,3,0.4,0.4091,0.87,0.19399999999999998,178
9952,9953,2012-02-24,1,1,2,17,0,5,1,3,0.42,0.4242,0.94,0.1045,256
9953,9954,2012-02-24,1,1,2,18,0,5,1,2,0.42,0.4242,0.94,0.0,300
9954,9955,2012-02-24,1,1,2,19,0,5,1,2,0.44,0.4394,0.88,0.1045,233
9955,9956,2012-02-24,1,1,2,20,0,5,1,1,0.44,0.4394,0.62,0.4179,167
9956,9957,2012-02-24,1,1,2,21,0,5,1,1,0.42,0.4242,0.35,0.8059999999999999,152
9957,9958,2012-02-24,1,1,2,22,0,5,1,1,0.4,0.4091,0.37,0.5821,106
9958,9959,2012-02-24,1,1,2,23,0,5,1,1,0.38,0.3939,0.37,0.6866,86
9959,9960,2012-02-25,1,1,2,0,0,6,0,1,0.36,0.3333,0.43,0.3881,61
9960,9961,2012-02-25,1,1,2,1,0,6,0,1,0.34,0.303,0.42,0.3582,46
9961,9962,2012-02-25,1,1,2,2,0,6,0,1,0.32,0.303,0.45,0.2537,38
9962,9963,2012-02-25,1,1,2,3,0,6,0,1,0.3,0.2727,0.45,0.2985,7
9963,9964,2012-02-25,1,1,2,4,0,6,0,1,0.3,0.2727,0.42,0.3284,2
9964,9965,2012-02-25,1,1,2,5,0,6,0,2,0.3,0.2727,0.42,0.2985,3
9965,9966,2012-02-25,1,1,2,6,0,6,0,2,0.3,0.2727,0.42,0.2985,13
9966,9967,2012-02-25,1,1,2,7,0,6,0,1,0.28,0.2424,0.45,0.4478,23
9967,9968,2012-02-25,1,1,2,8,0,6,0,1,0.26,0.2273,0.48,0.2985,93
9968,9969,2012-02-25,1,1,2,9,0,6,0,3,0.22,0.19699999999999998,0.75,0.3284,122
9969,9970,2012-02-25,1,1,2,10,0,6,0,1,0.26,0.2273,0.6,0.3582,183
9970,9971,2012-02-25,1,1,2,11,0,6,0,1,0.3,0.2576,0.39,0.6119,210
9971,9972,2012-02-25,1,1,2,12,0,6,0,1,0.32,0.2727,0.29,0.6567,258
9972,9973,2012-02-25,1,1,2,13,0,6,0,1,0.32,0.2879,0.31,0.4925,226
9973,9974,2012-02-25,1,1,2,14,0,6,0,1,0.32,0.2727,0.29,0.5522,216
9974,9975,2012-02-25,1,1,2,15,0,6,0,1,0.32,0.2879,0.29,0.4179,232
9975,9976,2012-02-25,1,1,2,16,0,6,0,1,0.32,0.2727,0.26,0.5821,195
9976,9977,2012-02-25,1,1,2,17,0,6,0,1,0.3,0.2727,0.33,0.3582,159
9977,9978,2012-02-25,1,1,2,18,0,6,0,1,0.3,0.2576,0.28,0.5821,133
9978,9979,2012-02-25,1,1,2,19,0,6,0,1,0.26,0.2121,0.33,0.4478,149
9979,9980,2012-02-25,1,1,2,20,0,6,0,1,0.26,0.2121,0.3,0.5522,105
9980,9981,2012-02-25,1,1,2,21,0,6,0,1,0.24,0.2121,0.35,0.3284,85
9981,9982,2012-02-25,1,1,2,22,0,6,0,1,0.24,0.19699999999999998,0.38,0.4627,82
9982,9983,2012-02-25,1,1,2,23,0,6,0,1,0.24,0.19699999999999998,0.41,0.4179,91
9983,9984,2012-02-26,1,1,2,0,0,0,0,1,0.24,0.2121,0.41,0.3582,70
9984,9985,2012-02-26,1,1,2,1,0,0,0,1,0.24,0.2121,0.44,0.3284,55
9985,9986,2012-02-26,1,1,2,2,0,0,0,1,0.24,0.2121,0.44,0.3284,42
9986,9987,2012-02-26,1,1,2,3,0,0,0,1,0.24,0.2273,0.41,0.19399999999999998,21
9987,9988,2012-02-26,1,1,2,4,0,0,0,1,0.24,0.2273,0.41,0.19399999999999998,6
9988,9989,2012-02-26,1,1,2,5,0,0,0,1,0.22,0.2121,0.44,0.2239,5
9989,9990,2012-02-26,1,1,2,6,0,0,0,1,0.22,0.19699999999999998,0.44,0.3284,2
9990,9991,2012-02-26,1,1,2,7,0,0,0,1,0.2,0.1818,0.51,0.2985,22
9991,9992,2012-02-26,1,1,2,8,0,0,0,1,0.2,0.19699999999999998,0.51,0.2537,59
9992,9993,2012-02-26,1,1,2,9,0,0,0,1,0.22,0.2121,0.47,0.2239,87
9993,9994,2012-02-26,1,1,2,10,0,0,0,1,0.26,0.2576,0.41,0.1642,188
9994,9995,2012-02-26,1,1,2,11,0,0,0,1,0.28,0.2576,0.41,0.2836,227
9995,9996,2012-02-26,1,1,2,12,0,0,0,1,0.3,0.303,0.39,0.1343,305
9996,9997,2012-02-26,1,1,2,13,0,0,0,1,0.32,0.3333,0.36,0.0,325
9997,9998,2012-02-26,1,1,2,14,0,0,0,1,0.34,0.3485,0.31,0.0,331
9998,9999,2012-02-26,1,1,2,15,0,0,0,1,0.36,0.3485,0.29,0.0,353
9999,10000,2012-02-26,1,1,2,16,0,0,0,1,0.36,0.3333,0.32,0.2537,339
10000,10001,2012-02-26,1,1,2,17,0,0,0,1,0.36,0.3485,0.32,0.2239,287
10001,10002,2012-02-26,1,1,2,18,0,0,0,1,0.34,0.3182,0.36,0.2836,216
10002,10003,2012-02-26,1,1,2,19,0,0,0,1,0.34,0.3333,0.34,0.1642,143
10003,10004,2012-02-26,1,1,2,20,0,0,0,1,0.32,0.3182,0.42,0.1642,88
10004,10005,2012-02-26,1,1,2,21,0,0,0,1,0.3,0.303,0.45,0.1343,83
10005,10006,2012-02-26,1,1,2,22,0,0,0,1,0.3,0.2879,0.42,0.2239,71
10006,10007,2012-02-26,1,1,2,23,0,0,0,1,0.26,0.2576,0.56,0.1642,64
10007,10008,2012-02-27,1,1,2,0,0,1,1,1,0.26,0.2424,0.6,0.2537,29
10008,10009,2012-02-27,1,1,2,1,0,1,1,1,0.26,0.2576,0.65,0.2239,6
10009,10010,2012-02-27,1,1,2,2,0,1,1,1,0.26,0.2273,0.7,0.2985,4
10010,10011,2012-02-27,1,1,2,3,0,1,1,1,0.24,0.2424,0.75,0.1642,2
10011,10012,2012-02-27,1,1,2,4,0,1,1,1,0.22,0.2273,0.8,0.1343,1
10012,10013,2012-02-27,1,1,2,5,0,1,1,1,0.22,0.2273,0.8,0.1343,16
10013,10014,2012-02-27,1,1,2,6,0,1,1,1,0.24,0.2273,0.7,0.2537,90
10014,10015,2012-02-27,1,1,2,7,0,1,1,1,0.24,0.2273,0.6,0.2239,280
10015,10016,2012-02-27,1,1,2,8,0,1,1,1,0.24,0.2424,0.6,0.0,528
10016,10017,2012-02-27,1,1,2,9,0,1,1,1,0.26,0.2576,0.6,0.19399999999999998,230
10017,10018,2012-02-27,1,1,2,10,0,1,1,1,0.32,0.303,0.45,0.2537,104
10018,10019,2012-02-27,1,1,2,11,0,1,1,1,0.36,0.3333,0.43,0.2537,103
10019,10020,2012-02-27,1,1,2,12,0,1,1,1,0.4,0.4091,0.37,0.2985,177
10020,10021,2012-02-27,1,1,2,13,0,1,1,1,0.4,0.4091,0.43,0.2836,182
10021,10022,2012-02-27,1,1,2,14,0,1,1,1,0.46,0.4545,0.36,0.2836,158
10022,10023,2012-02-27,1,1,2,15,0,1,1,1,0.52,0.5,0.25,0.4179,174
10023,10024,2012-02-27,1,1,2,16,0,1,1,1,0.54,0.5152,0.26,0.4478,286
10024,10025,2012-02-27,1,1,2,17,0,1,1,1,0.54,0.5152,0.24,0.4478,529
10025,10026,2012-02-27,1,1,2,18,0,1,1,1,0.52,0.5,0.27,0.4179,527
10026,10027,2012-02-27,1,1,2,19,0,1,1,1,0.5,0.4848,0.29,0.3881,334
10027,10028,2012-02-27,1,1,2,20,0,1,1,1,0.48,0.4697,0.33,0.3582,219
10028,10029,2012-02-27,1,1,2,21,0,1,1,1,0.46,0.4545,0.36,0.2836,195
10029,10030,2012-02-27,1,1,2,22,0,1,1,1,0.44,0.4394,0.44,0.2537,92
10030,10031,2012-02-27,1,1,2,23,0,1,1,1,0.42,0.4242,0.5,0.1642,56
10031,10032,2012-02-28,1,1,2,0,0,2,1,1,0.42,0.4242,0.54,0.1343,10
10032,10033,2012-02-28,1,1,2,1,0,2,1,1,0.38,0.3939,0.62,0.1642,6
10033,10034,2012-02-28,1,1,2,2,0,2,1,1,0.4,0.4091,0.54,0.1045,3
10034,10035,2012-02-28,1,1,2,3,0,2,1,1,0.4,0.4091,0.32,0.3582,6
10035,10036,2012-02-28,1,1,2,4,0,2,1,1,0.32,0.2879,0.42,0.3582,2
10036,10037,2012-02-28,1,1,2,5,0,2,1,1,0.32,0.2879,0.42,0.3582,21
10037,10038,2012-02-28,1,1,2,6,0,2,1,1,0.3,0.2727,0.45,0.3284,101
10038,10039,2012-02-28,1,1,2,7,0,2,1,1,0.28,0.2576,0.45,0.2985,325
10039,10040,2012-02-28,1,1,2,8,0,2,1,1,0.26,0.2424,0.48,0.2836,559
10040,10041,2012-02-28,1,1,2,9,0,2,1,1,0.28,0.2576,0.45,0.3582,232
10041,10042,2012-02-28,1,1,2,10,0,2,1,1,0.3,0.2727,0.42,0.2985,132
10042,10043,2012-02-28,1,1,2,11,0,2,1,1,0.34,0.3182,0.36,0.2537,163
10043,10044,2012-02-28,1,1,2,12,0,2,1,1,0.36,0.3485,0.34,0.1343,183
10044,10045,2012-02-28,1,1,2,13,0,2,1,1,0.36,0.3636,0.32,0.1045,190
10045,10046,2012-02-28,1,1,2,14,0,2,1,1,0.4,0.4091,0.28,0.1045,134
10046,10047,2012-02-28,1,1,2,15,0,2,1,1,0.42,0.4242,0.26,0.0896,166
10047,10048,2012-02-28,1,1,2,16,0,2,1,1,0.42,0.4242,0.28,0.0896,287
10048,10049,2012-02-28,1,1,2,17,0,2,1,1,0.42,0.4242,0.26,0.0896,530
10049,10050,2012-02-28,1,1,2,18,0,2,1,1,0.42,0.4242,0.28,0.1642,449
10050,10051,2012-02-28,1,1,2,19,0,2,1,1,0.42,0.4242,0.26,0.0,306
10051,10052,2012-02-28,1,1,2,20,0,2,1,1,0.4,0.4091,0.3,0.1343,204
10052,10053,2012-02-28,1,1,2,21,0,2,1,1,0.34,0.3485,0.46,0.1045,188
10053,10054,2012-02-28,1,1,2,22,0,2,1,1,0.34,0.3485,0.46,0.1045,101
10054,10055,2012-02-28,1,1,2,23,0,2,1,1,0.32,0.303,0.53,0.2239,65
10055,10056,2012-02-29,1,1,2,0,0,3,1,1,0.32,0.3333,0.53,0.1045,32
10056,10057,2012-02-29,1,1,2,1,0,3,1,1,0.32,0.3333,0.49,0.1045,6
10057,10058,2012-02-29,1,1,2,2,0,3,1,1,0.3,0.2879,0.56,0.2239,4
10058,10059,2012-02-29,1,1,2,3,0,3,1,1,0.28,0.303,0.7,0.0896,2
10059,10060,2012-02-29,1,1,2,5,0,3,1,1,0.26,0.2879,0.75,0.0896,29
10060,10061,2012-02-29,1,1,2,6,0,3,1,2,0.28,0.303,0.75,0.0896,104
10061,10062,2012-02-29,1,1,2,7,0,3,1,2,0.26,0.2727,0.81,0.1343,253
10062,10063,2012-02-29,1,1,2,8,0,3,1,2,0.28,0.2879,0.75,0.1045,116
10063,10064,2012-02-29,1,1,2,9,0,3,1,3,0.3,0.303,0.81,0.1642,38
10064,10065,2012-02-29,1,1,2,10,0,3,1,3,0.3,0.303,0.81,0.1642,10
10065,10066,2012-02-29,1,1,2,11,0,3,1,3,0.3,0.2879,0.87,0.19399999999999998,10
10066,10067,2012-02-29,1,1,2,12,0,3,1,3,0.32,0.303,0.93,0.3284,70
10067,10068,2012-02-29,1,1,2,13,0,3,1,2,0.36,0.3333,0.93,0.3582,76
10068,10069,2012-02-29,1,1,2,14,0,3,1,2,0.36,0.3333,0.93,0.3582,56
10069,10070,2012-02-29,1,1,2,15,0,3,1,2,0.4,0.4091,0.82,0.2836,90
10070,10071,2012-02-29,1,1,2,16,0,3,1,3,0.4,0.4091,0.82,0.2239,167
10071,10072,2012-02-29,1,1,2,17,0,3,1,2,0.4,0.4091,0.87,0.1642,253
10072,10073,2012-02-29,1,1,2,18,0,3,1,3,0.4,0.4091,0.87,0.0,192
10073,10074,2012-02-29,1,1,2,19,0,3,1,2,0.4,0.4091,0.87,0.1045,102
10074,10075,2012-02-29,1,1,2,20,0,3,1,3,0.42,0.4242,0.88,0.1642,97
10075,10076,2012-02-29,1,1,2,21,0,3,1,3,0.42,0.4242,0.88,0.1642,39
10076,10077,2012-02-29,1,1,2,22,0,3,1,3,0.42,0.4242,0.94,0.2537,55
10077,10078,2012-02-29,1,1,2,23,0,3,1,3,0.42,0.4242,0.94,0.2537,33
10078,10079,2012-03-01,1,1,3,0,0,4,1,2,0.42,0.4242,0.94,0.0,11
10079,10080,2012-03-01,1,1,3,1,0,4,1,3,0.46,0.4545,0.94,0.1045,12
10080,10081,2012-03-01,1,1,3,2,0,4,1,2,0.46,0.4545,0.94,0.2836,6
10081,10082,2012-03-01,1,1,3,3,0,4,1,1,0.46,0.4545,0.94,0.2239,3
10082,10083,2012-03-01,1,1,3,4,0,4,1,1,0.48,0.4697,0.88,0.19399999999999998,5
10083,10084,2012-03-01,1,1,3,5,0,4,1,1,0.48,0.4697,0.88,0.1642,18
10084,10085,2012-03-01,1,1,3,6,0,4,1,2,0.42,0.4242,0.94,0.0,109
10085,10086,2012-03-01,1,1,3,7,0,4,1,2,0.44,0.4394,0.94,0.1343,304
10086,10087,2012-03-01,1,1,3,8,0,4,1,1,0.42,0.4242,0.94,0.1343,594
10087,10088,2012-03-01,1,1,3,9,0,4,1,1,0.46,0.4545,0.77,0.2537,286
10088,10089,2012-03-01,1,1,3,10,0,4,1,1,0.52,0.5,0.55,0.1642,133
10089,10090,2012-03-01,1,1,3,11,0,4,1,1,0.56,0.5303,0.43,0.19399999999999998,168
10090,10091,2012-03-01,1,1,3,12,0,4,1,1,0.56,0.5303,0.37,0.2239,220
10091,10092,2012-03-01,1,1,3,13,0,4,1,1,0.58,0.5455,0.32,0.2537,211
10092,10093,2012-03-01,1,1,3,14,0,4,1,1,0.58,0.5455,0.35,0.2239,211
10093,10094,2012-03-01,1,1,3,15,0,4,1,1,0.6,0.6212,0.31,0.2537,223
10094,10095,2012-03-01,1,1,3,16,0,4,1,1,0.58,0.5455,0.32,0.2985,361
10095,10096,2012-03-01,1,1,3,17,0,4,1,1,0.56,0.5303,0.35,0.2985,600
10096,10097,2012-03-01,1,1,3,18,0,4,1,1,0.54,0.5152,0.34,0.3582,525
10097,10098,2012-03-01,1,1,3,19,0,4,1,1,0.48,0.4697,0.41,0.3284,328
10098,10099,2012-03-01,1,1,3,20,0,4,1,1,0.44,0.4394,0.44,0.4179,254
10099,10100,2012-03-01,1,1,3,21,0,4,1,1,0.42,0.4242,0.47,0.4627,197
10100,10101,2012-03-01,1,1,3,22,0,4,1,1,0.38,0.3939,0.5,0.2537,126
10101,10102,2012-03-01,1,1,3,23,0,4,1,1,0.36,0.3485,0.5,0.2239,85
10102,10103,2012-03-02,1,1,3,0,0,5,1,1,0.34,0.3333,0.53,0.1642,46
10103,10104,2012-03-02,1,1,3,1,0,5,1,1,0.34,0.3182,0.49,0.2239,20
10104,10105,2012-03-02,1,1,3,2,0,5,1,1,0.34,0.3182,0.53,0.2836,6
10105,10106,2012-03-02,1,1,3,3,0,5,1,1,0.32,0.3182,0.57,0.19399999999999998,3
10106,10107,2012-03-02,1,1,3,4,0,5,1,1,0.32,0.3485,0.61,0.0,2
10107,10108,2012-03-02,1,1,3,5,0,5,1,1,0.3,0.3333,0.7,0.0,24
10108,10109,2012-03-02,1,1,3,6,0,5,1,1,0.3,0.3333,0.7,0.0,92
10109,10110,2012-03-02,1,1,3,7,0,5,1,1,0.3,0.3333,0.7,0.0,262
10110,10111,2012-03-02,1,1,3,8,0,5,1,1,0.28,0.303,0.75,0.0896,549
10111,10112,2012-03-02,1,1,3,9,0,5,1,1,0.3,0.3333,0.81,0.0,314
10112,10113,2012-03-02,1,1,3,10,0,5,1,1,0.36,0.3485,0.5,0.1642,132
10113,10114,2012-03-02,1,1,3,11,0,5,1,1,0.38,0.3939,0.46,0.19399999999999998,194
10114,10115,2012-03-02,1,1,3,12,0,5,1,1,0.4,0.4091,0.43,0.1642,234
10115,10116,2012-03-02,1,1,3,13,0,5,1,1,0.42,0.4242,0.44,0.2239,222
10116,10117,2012-03-02,1,1,3,14,0,5,1,2,0.44,0.4394,0.44,0.2836,205
10117,10118,2012-03-02,1,1,3,15,0,5,1,2,0.42,0.4242,0.5,0.2985,78
10118,10119,2012-03-02,1,1,3,16,0,5,1,3,0.4,0.4091,0.58,0.2985,50
10119,10120,2012-03-02,1,1,3,17,0,5,1,3,0.36,0.3485,0.81,0.2239,128
10120,10121,2012-03-02,1,1,3,18,0,5,1,3,0.36,0.3485,0.87,0.19399999999999998,160
10121,10122,2012-03-02,1,1,3,19,0,5,1,3,0.36,0.3485,0.87,0.19399999999999998,174
10122,10123,2012-03-02,1,1,3,20,0,5,1,2,0.36,0.3485,0.87,0.19399999999999998,100
10123,10124,2012-03-02,1,1,3,21,0,5,1,3,0.36,0.3636,0.87,0.0896,101
10124,10125,2012-03-02,1,1,3,22,0,5,1,2,0.36,0.3788,0.87,0.0,75
10125,10126,2012-03-02,1,1,3,23,0,5,1,2,0.36,0.3788,0.87,0.0,23
10126,10127,2012-03-03,1,1,3,0,0,6,0,3,0.36,0.3636,0.93,0.0896,22
10127,10128,2012-03-03,1,1,3,1,0,6,0,3,0.36,0.3788,0.93,0.0,44
10128,10129,2012-03-03,1,1,3,2,0,6,0,3,0.36,0.3636,0.93,0.0896,38
10129,10130,2012-03-03,1,1,3,3,0,6,0,2,0.36,0.3485,0.93,0.1642,21
10130,10131,2012-03-03,1,1,3,4,0,6,0,2,0.36,0.3485,0.93,0.19399999999999998,2
10131,10132,2012-03-03,1,1,3,5,0,6,0,2,0.36,0.3636,0.93,0.0896,2
10132,10133,2012-03-03,1,1,3,6,0,6,0,2,0.36,0.3636,0.93,0.0896,7
10133,10134,2012-03-03,1,1,3,7,0,6,0,2,0.36,0.3485,0.93,0.1343,16
10134,10135,2012-03-03,1,1,3,8,0,6,0,3,0.36,0.3788,0.93,0.0,48
10135,10136,2012-03-03,1,1,3,9,0,6,0,3,0.38,0.3939,0.87,0.0896,94
10136,10137,2012-03-03,1,1,3,10,0,6,0,2,0.4,0.4091,0.87,0.0,168
10137,10138,2012-03-03,1,1,3,11,0,6,0,2,0.4,0.4091,0.87,0.0896,214
10138,10139,2012-03-03,1,1,3,12,0,6,0,2,0.42,0.4242,0.67,0.2537,299
10139,10140,2012-03-03,1,1,3,13,0,6,0,1,0.44,0.4394,0.51,0.2836,339
10140,10141,2012-03-03,1,1,3,14,0,6,0,2,0.46,0.4545,0.44,0.3582,430
10141,10142,2012-03-03,1,1,3,15,0,6,0,1,0.48,0.4697,0.29,0.2985,399
10142,10143,2012-03-03,1,1,3,16,0,6,0,1,0.5,0.4848,0.27,0.2985,467
10143,10144,2012-03-03,1,1,3,17,0,6,0,1,0.5,0.4848,0.23,0.3284,385
10144,10145,2012-03-03,1,1,3,18,0,6,0,1,0.5,0.4848,0.25,0.2537,303
10145,10146,2012-03-03,1,1,3,19,0,6,0,1,0.46,0.4545,0.33,0.1642,225
10146,10147,2012-03-03,1,1,3,20,0,6,0,1,0.44,0.4394,0.3,0.1343,149
10147,10148,2012-03-03,1,1,3,21,0,6,0,1,0.46,0.4545,0.19,0.3284,154
10148,10149,2012-03-03,1,1,3,22,0,6,0,1,0.44,0.4394,0.21,0.1343,134
10149,10150,2012-03-03,1,1,3,23,0,6,0,1,0.42,0.4242,0.24,0.0,106
10150,10151,2012-03-04,1,1,3,0,0,0,0,2,0.4,0.4091,0.3,0.3582,72
10151,10152,2012-03-04,1,1,3,1,0,0,0,2,0.38,0.3939,0.34,0.19399999999999998,76
10152,10153,2012-03-04,1,1,3,2,0,0,0,2,0.36,0.3485,0.4,0.1642,80
10153,10154,2012-03-04,1,1,3,3,0,0,0,2,0.36,0.3485,0.43,0.1343,26
10154,10155,2012-03-04,1,1,3,4,0,0,0,2,0.34,0.3333,0.46,0.19399999999999998,14
10155,10156,2012-03-04,1,1,3,5,0,0,0,2,0.34,0.3182,0.46,0.2239,5
10156,10157,2012-03-04,1,1,3,6,0,0,0,2,0.3,0.2727,0.52,0.2985,5
10157,10158,2012-03-04,1,1,3,7,0,0,0,2,0.3,0.2727,0.52,0.2985,23
10158,10159,2012-03-04,1,1,3,8,0,0,0,1,0.3,0.2727,0.52,0.3284,66
10159,10160,2012-03-04,1,1,3,9,0,0,0,1,0.3,0.2727,0.49,0.4478,118
10160,10161,2012-03-04,1,1,3,10,0,0,0,1,0.3,0.2727,0.49,0.3284,192
10161,10162,2012-03-04,1,1,3,11,0,0,0,1,0.32,0.2879,0.45,0.3881,256
10162,10163,2012-03-04,1,1,3,12,0,0,0,1,0.34,0.303,0.42,0.3582,327
10163,10164,2012-03-04,1,1,3,13,0,0,0,1,0.36,0.3333,0.37,0.3582,364
10164,10165,2012-03-04,1,1,3,14,0,0,0,1,0.36,0.3333,0.34,0.3582,332
10165,10166,2012-03-04,1,1,3,15,0,0,0,1,0.36,0.3182,0.32,0.5224,334
